,Q1,Q3,Q4,message,length,message_2,colour_green,colour_blue
698,Red,61,"~+d89!;v7B0\JbS-wL=b(""pSJS<E3L_sc""K4f1b8{fA0ugh3}0iGQFAe]",1,57,0,0,0
699,Green,36,"k3Z85'5j%A;n`{BT}ThH9#Cl}w<Eqdd(.J>Be(]Z~6#}l)y-j]sBcE&WZ,:;_zS+?(*E zI2+n=\WwkThy5@y2j",1,87,0,1,0
700,Green,26,"p~gyyu#+XVq^}8q]*wVp}djwoc~}%>""^co]fKmg]}Mh\H\x+g+<LJ,,]jWe[#gzJuD",2,66,1,1,0
701,Green,60,"uBQRQ_PG,e.]p5.naEX1w*t#yZ1}g(re^'(>rFcZPqWyh/Mk>@=%g",1,53,0,1,0
702,Green,69,"2se,]j2G~64{?2:IoL[vGn(_B<lk<I97;w.GEuY`eDy$?mXr7nxlRf?3G>Av|w(2?h^$"";c?",1,72,0,1,0
703,Blue,45,fa22Jd{!l`%2Zrg]EFz%58j'mwl#'w_@xd)fF#+<8fIhx}?u]ak^he-5@Jnl|t.k1NTG7)pr)579PYs)50F(R.@io%U~v(;Uz28,1,99,0,0,1
704,Green,47,D|NC7SdSfz;iKw{SG[;&~M)uK5p-W,2,29,1,1,0
705,Blue,20,"T:;F""MqFx'aqOn9.A+\u5""$iy 3l6YT`""5$DQ4c)3$|5L|%G/bR!Bnj]K9giMG>k+<YJ""*LHtp\?05XI,8A3cK=am-",2,90,1,0,1
706,Red,109,"g(#p4""-*bOmI[$}x6e0l~d[/'G<0}Gl)wi$50",2,37,1,0,0
707,Red,77,"/hefm__{Em{G309I?Q38int%PH~dT|Pjx[o&aX!x>N3U\!V]3A5T~'An\~8""lD zu80F5^T",1,71,0,0,0
708,Blue,21,"2uUsv1LHNC/ Z.Z8EV|~u-_W.vhb<j\g^IAY^a*M-]w""\WiF@*wpyG*Ug$6*x>zt~ya?2O| t8u#uEO!t:C:x0:yL8eq.N",2,94,1,0,1
709,Green,38,"~wqi""N7!7meCJ;J@5h5[Cs!-WW4fUMM+`8c>i;m~[pW,&nnj~as`,.",2,54,1,1,0
710,Red,115,'O%nx1MuCOYE9x VK]{Sqm*,2,23,1,0,0
711,Blue,45,"[J<!jM9sY![,H[wf]""""Kh4e.nr#h|/x3?Pk""'y%HFdxj;#'""S|uW@+u+4",1,57,0,0,1
712,Green,69,"e?1>k?WusuBO?jmE""[Ni7}qXMM=}UX5^w4sdJ6KPk|fh?Gqu<kDzqb*Lx'G0-:CzG_c{K",1,69,0,1,0
713,Blue,23,"qJsT5TS'xc40E3~""BlbUS4Ar;<Nl8DXPt9!'8II$)YAfle>Cp86a| V`c?_<z(oZh_<8&^+CjIY2Ix",2,78,1,0,1
714,Green,25,UbFJ&Zgb;S-PgD(H4~8H[Ig|L;JHAk.'ntSR_{20u,2,41,1,1,0
715,Green,17,"R}6t~|N{+G&YP0e,;.'-,f.WA*Z}A?l;%gNKKV5<91Px&9~Tf<C[=FX4=eoi?638\\CO",2,68,1,1,0
716,Blue,60,"t_fHAv :-eUt|ewM;{9$IiE8Bn8')[I5{wmn;BH1,wN/Xz..:fhI-)(o2`YiZ#0ER(X@4;(",1,71,0,0,1
717,Blue,52,"{EBf\hl5p(;;T-/LJVpXkN,w7MCG>#&&`>YY5c2On1L1J1nh1G)OzH!D!Cqc!r$l2(.&<Gr,",1,72,0,0,1
718,Red,45,jPcN;gLerqS$wXAcf05eG2k#-UCB4eKxU &ha`3dAv=}Z q-a0t!()Ba%vV3#c2B\,1,65,0,0,0
719,Red,104,"=&-fU-f$,Efmt)qn_OW`g&A;&B",2,26,1,0,0
720,Red,106,"lO0bRg{1'G,#^Jo2#%uYg=jA@",2,25,1,0,0
721,Blue,40,"36fHR0%M?.'A!lUT~z|K=<;A[o5qxR4lw>.qjM~.EC?xk2%%r?n}F_ 7D.)f=]719u-lD,lhU$C)I#8ZV)(2N\?d\|B15 *",1,95,0,0,1
722,Green,61,"|@3F`B&G@~i\|,MF0.7 0vSZ'E*#a+4r?!FZ*`7Fat Nr))-i<=7/,8kVL;hc",1,61,0,1,0
723,Red,96,MnnU13E\ws$<5>$|=07|,2,20,1,0,0
724,Blue,52,"H)9O""[dX:9JPE&kT{*Z(!#j). X[K)2cV3Y]f4*_klgJm?OB@)Y*",1,52,0,0,1
725,Green,62,"3)D?4^IRW3""cR2@;WcHRLbW5d8A/>B|s1ys%VtKA;!M)]4O|cyC4.l~>UmbgNS2AO-",1,66,0,1,0
726,Green,28,"`.E,PUT$HYlA`p~4GCS:v<sIM^Hj$,gE",2,32,1,1,0
727,Red,10,"BY!-'9,RY4a_)8R'6n]Mzg6Z\wG!\kKbx{+;81kQ,kxBG8,'Lq.KLp;~bX^Emm2Tf",1,65,0,0,0
728,Blue,63,"$#)![TJlBl`XqbvwTMRFC,&)TlS5,?7r}C]=_acsqe(GWw:1jMO~&Jyl!""od-JISjE4W1`{*",1,72,0,0,1
729,Blue,5,LsIkMBCse#5Odx?$9CPgH}nFGW1IC~_.-R6WWI>`TQ{!V @5L.*usfz@(|:AO76,2,63,1,0,1
730,Green,40,"Hv)BhpcpSxL""6<D)t:;=]UL:$:dku`1lxx[x{` m-h5qt(I?[YEd:9|oT8cu1S",2,62,1,1,0
731,Blue,1,".US(.#8?T|qcj[2#=7$%y+uC=YhmmHvQZ!UMxx&\VWl|\(^v>b>iMl.X}Qp#>x&R""#`R/FP[6kQ>%uJ!Ouk*$8SCZ<@&<Eq^(PJT\Q",2,102,1,0,1
732,Green,80,"i,R:f-iD'o1V|=P#Q(|A#ei#CY{@,xYvNS%y*b`eX@_e_NSmZ|7BHw<1K*!8{",2,61,1,1,0
733,Blue,59,"e}--bM)2\aO*a,1!ctpl]VdM<F9(2hd%l}&E !#*z34+u[_8+3ztu|k""",1,56,0,0,1
734,Green,68,"~h02m5TA5kw/4]0s;RwSGRk02uy@I73s:#7/`l\BV!B8V@J|,zfc[LaW.z",2,58,1,1,0
735,Blue,20,Bq;&H8b4@ucDJIeq??@XPP=XXp'mpf )tHHBinWtLjI(S_{</F9w<Z+rB{fB3I;iaOM]RN@IugQm >c$.rG4,2,84,1,0,1
736,Green,85,"|LQt=HV`1Mh^Zy)gPEK2AZ+mr4z>^%Y""V3N[__06sg9/dyf.o,j~&~0!""-.<awbF",1,64,0,1,0
737,Blue,13,"RoMr} )B>SVEo!R7ULPYi@+MRP~WTPBPrMa]~s:P7b9Ld?r$mr\7]T,3&c0R7YH}I59",2,67,1,0,1
738,Green,61,T\]Q)X<%ZRd-&E8mleowjU]k+\wg(W!K(E>@ ,2,37,1,1,0
739,Blue,28,"cA; l]#Kh;9t&#w%wj\zeZ~qr3-XB&lODeOxg][ 9WC]OVnqRz.LghAepWT,9bueZ<cyAK/Kxei&h2o%,WJAD4l4~i1)d%nS4",2,97,1,0,1
740,Red,98,"n(51+oQG""b3Ofnvk~z+H30H.b??/[;I",2,31,1,0,0
741,Green,42,"=B8TXk^?O[r3GBPYWbbQ^)4TQGE{<q^?OJrhM~=lkoO|{y;(x@w`u7A */2O^o]E[d),s",2,69,1,1,0
742,Red,88,"OlpIM;=W}G@7sfvVEj$PhVg)IV'H9:(NdXgcdk|n5u<#mI{?R""WuK&A",2,55,1,0,0
743,Blue,95,"u^H%SjuqO""bV}M5aF(Klvr^do7b]rPIw(zGOA7>31||9Ge'vdH ={YX/\([,cC.<M-wF,A#""VHLZZCvZP@",1,82,0,0,1
744,Green,54,"IczhamFRx5ou4i]=^')Fbx!)\yw@\1miA,F5{q-OJ8Z'{1vGcwsp4T_&[.F/=+""Na|dn>c'PqM:Qo",1,77,0,1,0
745,Blue,59,"/ (S:;+p<iBD-2""Q#/]GW/62kk*^@[yI)  hLSWKY=@q?vs?cRMIA?N518q8_k&42D$$<R6R&J>d>hBT7l0*nok8^A:zg%>G{|D",1,99,0,0,1
746,Green,45,"ZF4jC\}C6%^HbW$8U^,g /4*'GhUnL=!_]5=\G]$x9""zJ07xg<""o}V-}y8bm#RtvVZyM",1,68,0,1,0
747,Blue,49,"'jUJ-#@Muj+Cn^g_3LI=Oy-Uwk%Y{b%SKANYtxBD4.}(&BmoOUqj=kd*""#J{B*K!m'd+L%|A$Pigioc""@ERveAgz",1,88,0,0,1
748,Blue,51,"h""t:&\|5P@,~uCB.<nMMk-;}$A!hXb({l_6Ol<QZs6&%(:u5`F""#?]<e7|JAG{8",1,63,0,0,1
749,Green,48,"*W6VRcLX^J?Rf4=a=p|8`,JsjMw&C?fj]X~""2uLl0c.}@Vz{M9vy6Yl,@=tcntSj|B+qT5K1(5,R#D|:m@d.\-",1,86,0,1,0
750,Green,75,P'J='eH{Z|9N&!5gWZ[~Osb 9M(P@~kp<rfoI|t's+' uJo=Cy/C4,1,53,0,1,0
751,Green,54,H)^r$5AN[:h)UvQNLsRNw(aT_nKC;t'Z(da\Qms7pqs8?fCqnc^&\g4#Dh.(V\4,1,63,0,1,0
752,Blue,67,u)P3*u0k30kuD=D!j9/S&O`I<@p?pVMRv6W&nGOLAK=achBsp>YlN84,1,55,0,0,1
753,Green,32,"k7NVJ/$A\EM+P5|,Top""4nN;IYua%u2ac_oo\EI#l=veQwRj4%eYQ4sL jgbN>",2,62,1,1,0
754,Blue,-1,"95J)XXmP~m21Spc&Fo1(C@.A:K7(,U)YRzy{tVu/=$#|9>f3R>7Vw7q[4CB$=J$df+T vA/-=DaoSkf[Z~6'+2YOP",2,89,1,0,1
755,Blue,21,Bu2OUNfm/Uo'D[sMDM&Ic?kgx?(Aj6T:!U*>mTFM40oqyBzDx7nKW!f/u!&e6Ze,1,63,0,0,1
756,Green,29,"FN,#H<5>jwx-FQ<*M6n(sI|]uG|'6}G;nxt1Vwd$E~#h=jQ0(g4;u2}NzD^tA_Lr9]\",1,67,0,1,0
757,Blue,1,"3z+ro""ZUdBl5h}Wu\""W5/UV0CcM3T_6G[1_7}dWz+k:g*Q2Sk;=${+g{${>{BVd/?G+>gzx'IUr2H>CwY$-P&irK ~6Q(kpuq",2,97,1,0,1
758,Blue,11,"eJ?2r~^u!D3P5RB0oiEH""M=25@??].H=|cbYat)""-h,%.pH=pEWp3FAGCGHF~9Nuo0QjnebJNHct784+^(Jj3C~m@",2,89,1,0,1
759,Green,75,intHd)P=r&NX$#o`r#,2,18,1,1,0
760,Red,34,"*,[`l2|?@WAzE)hLc\eagex~""c`TIG=X-w8Nu0c#bZsF{T~-#\NC||3}7!VhH`!1Url-}.1v9I7u{=SPHM",1,82,0,0,0
761,Red,54,"_G%:M9i1\<cA.e?b,7fI9h&3:z_4-S/ #X^M9y7NnSuSzrq""Bn]:6\8Gy_`cZ8@^4YKsKrNjVuNy<Q^fEn[Xz}D2",1,88,0,0,0
762,Blue,15,"r1=+Bt87]IN'[|<.^59]Y8qEj;Xv;JCUz#~*JWJTr#BgJDtj]wO"",ry|5NBRC0WZQs{&t_A'00hv?(k:4",2,81,1,0,1
763,Blue,20,"""N(@0/Hfcvwzn}Fm~Wz1|L""LDSAMQ<jjfv9!SS?_F$MsyoyI6){EH-Oe-E^R|sG`[/X\DNI6p]]F0.jPqPcyctT=Br1A+sHx|@Y;C",2,101,1,0,1
764,Red,77,"}T$+_md""$pW3`Z>Z9wnV4""glf9c""[llxPVq$cp:bBT",2,42,1,0,0
765,Blue,30,"[(?4DS@%?+y&Vyi$O%GSE!v//|o>c^u""k>Rw_!woa2|j.GmDH[sxjqU/N55B*flWreHQ(NVyINY",1,75,0,0,1
766,Green,56,"FS2h/s\pXy>~G:UM9yS#5M^3SWQh:fK2Tc8+q#9hO'A<A7=""{BrROakPq/tFC}QC%;ynv",1,69,0,1,0
767,Green,71,"w,@JlsCqRV1}""jCe~[5El+DY&seE9K/&Q_E}D~Dzn96%wViX7R;Gs]7W$~;56[y{~;""0lXP`q5/87<?K/qP9",1,84,0,1,0
768,Green,64,"S=BoEB+.Haf@ef$x?n/P!pNT/S9@""r@tZs#W<""K1s<B|52.SE&g_lGmIh6Z.%`7Y?",1,65,0,1,0
769,Blue,9,"-k<^7F<f+20+Ez[C%l~H~n;[P/t,N:}6\NaWdjUsGl791_6M@dEYEF`5<q""`iF`%_%Lfrf]TuPak`19s""#fB?aw1SSxp",2,92,1,0,1
770,Blue,26,"Me-JOnN!G(2B+k1=u]!HL*[lKC,)y@0t383e2Y`oe<r)D$oXf\Bdd}GGl-#r>F",1,62,0,0,1
771,Blue,47,pUCxH%byx%]9ok6Z*Q? a~8zk6wn-21@Q! h-Ni\lRxr\{\jP#Y?<?T3>&9h0p64lwz2IfdShC,1,74,0,0,1
772,Red,67,"w78QHSqMssp(;(EhN@cOFw!ljNBN4)QAUn4\/qrv>SqltW>""z1#di^to`:u82K6:j;vsHTP<8wnQa""D,/#$\80GA9a+X{O3`",1,96,0,0,0
773,Blue,50,"~o0+Yc[zk~^%HQ""gV_xincrtcODO<ZkLkQ6)tv,;J3sAWL=&",1,48,0,0,1
774,Red,31,"]8L9]JvgLap\KXfbN{<'Iv^Ln VPgBTHNEYCIe5b6jul[~CDeu %]HzASc$i[|w8vo0Arc%/u3C|wiI4""L:",1,83,0,0,0
775,Blue,3,"jW8HF0~4]<v!I#{ZT2CjG\8rY27$Z90m5dR]|%9/*[>8F#8@\1XCr_F:h#[#2$Lgt_6cD5:3:@iwciX0zA,_}J8gIG'2",2,92,1,0,1
776,Red,14,"zH Z54#Fb1n#K""5bG1|fb%""X\$O]|~Rv`Y$:*7F!|w,3Tdk ]qhiW&a!0;Ge[]-2I.e<K3S}s]95(FLp7W#",1,83,0,0,0
777,Red,111,ro)P?;aN8.i0lYa[+Zb3)P5lVvX/z>fm,2,32,1,0,0
778,Blue,62,"=AK3ly`D;5Im+B{""b{JzZwGp0]^]2e*#l;vG_CNL,P""j4,_-bpLqXk3,iyQb|(@Z%X%~ !%g~Jr+}2(p0",1,81,0,0,1
779,Red,95,"fU,:s.fYY{Ki=7'?GK`+BaC:A'Cu@04p~hm0$i<:C]K8=PBv-{F^#}02GyCk3",2,61,1,0,0
780,Red,70,NP]1EU>2(P($$@,2,14,1,0,0
781,Blue,33,M8s 8sefc;R~)@ wk~3|K7Mh=@Bjxd)^wP=Y/QtiCF#;]zC;CbPf(2Qw$npU>W-4sA.|7;FM>X$|RV4nstaO`iA% `98t-p r,2,97,1,0,1
782,Red,98,yLfCPZn=WfPTo5+RczI~)Gn,2,23,1,0,0
783,Blue,67,"Li)q=|z~bn@4J'x5/p- 2w^vq[g_XnwCg?q-qr6xv4'>PQK['9zQV-ev<sbs<:+?PRW#$ns42b,4SN=dN3[Ljax",1,87,0,0,1
784,Green,76,D~Feh~]`+|Q+UJfS,2,16,1,1,0
785,Green,31,"W5:""?+tFay+dn9t{#mdy4S<b)CRT8bb^>2:1fQa6t(ejw(#",2,47,1,1,0
786,Red,91,":EH;""\=5+:j%LUEiwf~v",2,20,1,0,0
787,Red,93,@&bPg|oPt! 5(#*THKg-TTX4:7dHKF\PC^SkM'Gib,2,41,1,0,0
788,Blue,43,"""Kl5&|.dO5\ZB3Ql3Y4=hX>qZi7xvx^Id'srv#dbtFrKz PB7FFHB2hcn8wn;:.lE#&E""#K",1,71,0,0,1
789,Blue,33,"IKQ084e _ 7{@9EaGLpPJq:]@4/wG&P?X&y7>kImg|~Z,M33SW5=El7DhgUX*^%UD~>>wDORe^]h5WXAt[3/3SCC>",2,89,1,0,1
790,Green,49,"J7Sa7JZ>8A{bI\T,q=BSgtoaKgaR~Pb>,7|]Pp:^tp8K;{COS#>$5[uyhA',",1,60,0,1,0
791,Red,82,>g;&LF5Ok8&s|8`;VpG+Pb7i4e,2,26,1,0,0
792,Red,60,".~.G}Z2#Vw\S}3""k[)JzR[*+kKBB@lLkRB^BXTT,6/cAU`8cY(H{dSW8E6WO8hYRq_ H%TBD29&ge@0Z2@]D+V24]-h|:Mao~rVmXZ",1,102,0,0,0
793,Red,83,">s[5ykrHQ>GM!e""X9|{r:&CR zKRa/$5i",2,33,1,0,0
794,Green,40,^2FV?aeOY~^hUUwecCVyiR_T[HF?Y:yMC'&mn}}c)`gs3EE^/U?7fTBD,2,56,1,1,0
795,Blue,66,"b/`fy9,Jf3if9Y+EBtjn dvWhK]""<*{%E-&R=dhVQ5Ncgxa""WmLk'hr%@mfW<y;",1,63,0,0,1
796,Red,85,"3dp~q#OE"";D.Da*@%;&AL*%D~D a@Jc_fO",2,34,1,0,0
797,Green,51,"f?uV<S.Fit*xPkd&ha@XMAcVsraJ#@$n-BH#""~v,kmYE%&gpSw'YPs{G'17dYCEG_l4lk",1,69,0,1,0
798,Red,101,`,2,1,1,0,0
799,Green,38,v=1:YekFfV)>4~iR:R':w5TC.s=#!F'FICBg7xD}{:A'T;*.BUDzN|rGgRB+$l9Cc@lX0KJ)J<J5?,2,77,1,1,0
800,Blue,31,"OGB%M=w.<&Y?aqm(0HZ""&><A9-Bq|xC/}7 {2v&0kWG7Q~vy!#V&fY61/E}4Dc4vl<uH)EO`z*uKSzmB[""",2,82,1,0,1
801,Green,73,"D2W?m>HVIel=?Jb&Gk7_lxECq+bxUM0-,G7luyV/4v!I{`NuSK@X0w#twi$O>irf2ywB#JY{2n}V",1,76,0,1,0
802,Red,94,y,2,1,1,0,0
803,Blue,-5,"n^B>""`.or`|BCt)`02Z`N(!fmm\qRJw]EvDjy]IhRk;k8a+qz;a.} {zi'_%T:}5<W-*~hMtgNsPM/=>3!U7go=w0'*l)7CC""8ok~ w",2,103,1,0,1
804,Green,34,]st$&J+UGEotp=LQN>xBQ+Z_IL3()b[0^%q5s;aw;L)+6@b2I/Qz_WFjGXj0,2,60,1,1,0
805,Green,36,"U&@WlNkX4,BWA}pWk}0}va*^cga)bASK@U8rXd0kXuQ+9#D+A)*TXX +uw\xKt@jN70x",2,68,1,1,0
806,Blue,-8,"$|F0#5i^y'HY^ehDrDV2SX(B=vSXAe&Zf$raovSiyuKC^%|xH>@5"" QBQ7Bv#ch  'G{:Oo8M(br*^.GGCvfO>#dhZx%`Rlcw&{aXq1/t",2,105,1,0,1
807,Red,18,"em@oxj.w.Iqd~TWw69eNIsC,vXv{s7Ny6Y<TYuh1H8@O6aZ+?]'ylD2feorfkMI>M",1,65,0,0,0
808,Blue,22,"nazsFGh0f6L4}H&""Vd%%?{tDs]42`lWPtI""'|$`S%hjvZr16&'1^ iG9xiC0a$A$",2,64,1,0,1
809,Red,53,"2 V8Cb0Zmqy$wym>o$zgG%^C8-hYZpW8q jc@R(r{f2!opQ6=`1t2gL""NtA\>|gjhuI2k0{3&v.O)xfQ{L'JjInJ$;Z3",1,92,0,0,0
810,Red,51,"R2iYq`r_R/d;:FPbNeDx(u^jBMTn<Q$ttQGL=@&@B.>q~:aPJM1v*u:oa54x`h*f~c\GZdE,""Vda""YZ[",1,80,0,0,0
811,Red,63,"fIZ,0_~Fn(I 5Sp/C,/PuqXB]'-5IWv:0+@xn{TV/Y-in@""bO-jE6I2E8=aGDg",1,62,0,0,0
812,Blue,13,"m9e-|&5o*ZGeETv>N,%@(jnDgi""8>fn^g%_Fj|1y1#+h6$WOB2s{z; zDS0]lez ` )y\04#gf^QNj(J)La?J015",2,88,1,0,1
813,Blue,17,"AY^tL TCKb<{E'PAM;FSV^.,62I8'k6g`2?!`'h@""Xn!}5xx%;:^""Mr""iw@?loNE*4HumS;5o8&gqETKlO",2,82,1,0,1
814,Blue,3,"U[K@qvYtBJp-5xHqh$c#M#BR&=@AJV@? DuGMn>RuR`~`I1/al EaJt%c?qtHPBBHwv9}9RO2,oF026+^9 y""Aj:m%3m*(mGq~^}WT+""",2,104,1,0,1
815,Red,118,"e0p67$F(rWJ2}9g$""!~{v4:.Y {Iw?H@+W)mY'",2,38,1,0,0
816,Green,57,"'.uEHX#?)uGsH8eB,D.Fei7O",2,24,1,1,0
817,Red,14,"""I<]u_mx^}M2TsZKh0.y'rE&8^hwl1rOo(a1-V`NEyu f>fbW<ZpQ\)e8]Wc6+)",1,63,0,0,0
818,Green,84,":vBG$H~A&MeaM>g+>~l6#MPuhET|mdYNh)5~!9S%S,l~#<4d!)jw0%[PG0@*ir(`{_/N%~~i8Zl<,(:r_R;",1,83,0,1,0
819,Red,32,"l&u;5C(%n4_U#>-78-,W}O4P4^J]FXN/7KO@2 A{ xa~-'nr7\jU(-_(rHMtpf[ZcLb|%/?c`J i75A5?iRBr=U:H07gtGL!FnvNFvGs7j'(8/QUN7vK;",1,117,0,0,0
820,Red,81,"Ki&""/cG=sX+F>xOJ/s7",2,19,1,0,0
821,Red,29,"]a.}/g5EcVc>,6(3CT3cQa6,a40Z0K%0MfO|qp7/SJwts@}M>T.Hpb|bnFP8,[zh",1,64,0,0,0
822,Blue,19,"^ElF`:09i+H|@""c@r2'PM0zfz'gZDj6Fqku)o8UO""hs{tuYxS1H{%7h-6TPcv4wrjR~A0'AO^VQoy8YV^<LSU~Idl'0ytu_'+",2,97,1,0,1
823,Blue,61,"&F#/X5Y3r5WRGFk?d,tGLs7YiP@0WI[SGt((]2x-X]+pp;bZr*(VC1FwtwP,.1i7[Z^s9%d&h(RV:o+?V",1,81,0,0,1
824,Green,67,"rTO0HBMxTgt% 1qH}y!U\G]kt.K$?{E\hA78I<i,{Kwlip|X|!~_)Ir 4QoVt~Dbb",1,65,0,1,0
825,Red,33,"LJhUaa_QQ>r^>f7=>u:sqQ3>|>CRf{wW~!2#V*,I<]9V!]hS~2",1,50,0,0,0
826,Red,78,t6q,2,3,1,0,0
827,Red,45,".Q!s&\f])6J-&x4K&$c<A$:#0:(""ZmG1@mq@@Qirh)E_W#&",1,47,0,0,0
828,Red,34,"jKnXC#jb[F7;j83dZl[]d0Mv.a/*@}SFmyDuG|Lav Tk$|,NW[VtlBZGI=",1,58,0,0,0
829,Blue,7,"cmTvOGc'>=\UdRi2 %3LY_&?[RB!t2C*%tN](]&<*/B%(WlLRU,Q50S&zSg$J,<yBMous_""4xr&JTSL1jy*U'|{3NM:HM'}FVwUyBW{pOLe",2,107,1,0,1
830,Red,40,"OF2QR2W>XT-1ja.uT:S^E:5$|hk^:""<TU,# ev~L$rh9,a6$wc?E0mz =@~;?QD",1,63,0,0,0
831,Blue,27,"vt_7egB/<MuV^]37U7,g=uceX^}5b\G3c*\rrg^}.w4Qp8DI&}{^x}}LhCA[xm=qCw&0SrQ-3(e@A;""GS)[(<y`6""DEMK_Kh|=6V)v6;Jg.>",2,108,1,0,1
832,Blue,32,">?&oq|{""5wWlf1@4 *?lc)1Ws`*t:1hU>MY?Mz},1`nTg@6,e(D,\7Fb<T_4(!R.b9.c""i""?aZ,-jOIs>k35,P@!Ig",1,90,0,0,1
833,Green,76,"+^<3NKgK-.>>FJKbYxWm$yX92}SK[8m>!O_Y4!qR2+""c87~&\!9B{7bz|(CBq\!f6k*Fu5F{j3T<A",1,77,0,1,0
834,Blue,11,"3fJ\hAmiDVL8rlW {*I$9V4iXt _,@@sa8O$V258bzl4gq426aG7}Fo-@O:zQS?#hw(Cmq%pg?19p3#'&#`""X7(dY",2,89,1,0,1
835,Blue,38,FBdJ7rXi8!NF=6>uoF1P#H`/x=C2z*di HJaS#IB+ubCI@7p#R0{=yCG3ZV'mB0v-E]2u]v<cDCdccnd[oFj;X,1,86,0,0,1
836,Red,72,(!.A=.P#'z%5Vl[=fDz$Of,2,22,1,0,0
837,Green,45,"_V5E./vb""6h\G8Om_16c@KRe#R*Z 01OJHo/:)ylz[d}.N$xOq %!qe/={b\nYpiEmmcj",1,69,0,1,0
838,Green,61,"uA;""5OOzjI*j[l/Ca-$vd4+x\1ea@9-XcfR!;0@?MS#?mAk3.p^.AtS[27hn",1,60,0,1,0
839,Blue,36,">E_ zHO9_m)JVWo(C<Fj]$X`4O0i@j!#SdL:/3c49*I-9K87Vrc^PgB)o{Bl=#ZjE]22;~""B",1,72,0,0,1
840,Blue,30,"K!Mayo3$3 Vap[3,,,yWV>X|mOEVeIaH-N, {%*3T-,HvbSRcaT",1,51,0,0,1
841,Green,82,"Ftq=r.M~:_n},pq6}O{ss4JfSsztE;=9k|B8S5h{i(b""eFc<^cM]wqg5ME\",1,59,0,1,0
842,Red,107,%</gj#K?!_O|VE9Xgv,2,18,1,0,0
843,Green,45,"I^YC2}Ea1;}84qaH*mM-Pe~=N@c:iYCnRPNxFR}d&w{'rJHDHz,;""7O48'+",2,59,1,1,0
844,Red,37,zLfDdr\;RH|$<b2^~(>$iOfh[A`9gdyZY%Js]3%DMel@b+|@?[G~p::E4vyG`R<,1,63,0,0,0
845,Green,29,D9naCY>eek>l&w+(a/bY]Y{G,2,24,1,1,0
846,Blue,21,"PKjW]9g*tk^xr<qz0!3D2bL@@ftnX1S f*<Cf1bu=_a2<iJT%\mg""~j_Ikl/{O!8N?&A/*7`e{o4""9uRz(g",2,83,1,0,1
847,Red,96,#4J%.6{uPgjq./v/@B?q,2,20,1,0,0
848,Red,65,$1.%aVWq@P<A/`cw@ta\Z`,2,22,1,0,0
849,Blue,21,"p1R5H&U]V2)vCBQP<\NN%[*LdFv&#qb`(%i2VP*u^(Rv\vgiY;yr1ahEO?$L~8PD<MD,dWwb)19hz(fNbr^6P&^v$N# ,",2,93,1,0,1
850,Green,57,"`0jdDq6Z7pqH!QbFmXFHfF7yMSl4RwB}*D.ZAE3E*[{V\7G!"" !DpWYf3s79As?n|""",1,66,0,1,0
851,Red,48,"%&u{MOZ,tj?0GDERH8.u QfHns;$NE8`o~pvfkD/b-V>&Dp@[r+W;*#8oE>:2DHJ}HJNKMeS",1,72,0,0,0
852,Blue,13,"o97$*JP$o6BH0cYl~UqjtP+/N&e0L!WV](x}I9jYI""BF!g1~Lw~u} ~mR8.ETahv6",1,65,0,0,1
853,Green,68,G6UwE#k4iH1)=_~8A%}fgZx:t`{*_zKB)$L=+Eyv6pmKf!HGB5D`VH$8l,2,57,1,1,0
854,Green,31,"(Z&&Wk(>,?_M\c0!HKYUCp>3 _r)y%IE4_C'v:sGkv",2,42,1,1,0
855,Blue,82,",Yx</743`ce'RAfd""F- w:f\s\(X&8JdZ]WZ8LMQizsVKc2+ R|+r|[5z'",1,58,0,0,1
856,Red,74,c&|PU7T$V<4wH |O||!,2,19,1,0,0
857,Blue,52,"odF>t)Ki_p;D$8rM\er'""ey~DuEJHLyzu}jcV`t'aPOb/-""2!}qH",1,52,0,0,1
858,Blue,80,~hl{3*aV$E.|G>{b%`(v_1}?RDRN0qFSJthm78Do6sd:qfWz<jwRf+je'X[=`J[Q_9,1,66,0,0,1
859,Green,67,"@Uqc=8;1s-B ""8WMaG[kt3ZiUlI]<z9x(7S5rU<#EoG!SbR.O=/{u#,%b-6'Yn;4)""]GxifwA""w!#B:b&M",1,82,0,1,0
860,Green,57,"5#T3U3e^4Xhw.Ybn>3Tp'2&)q^UY1>+&6NJ:u2fQzB-z?*""YD{{}",1,52,0,1,0
861,Green,44,"LF&n@V1n/+mtXjj. }8Et`wrlS$@daWk56lZzRA5Q,aH-J^,-ZNOUeYZNdl8BB8)(x~",2,67,1,1,0
862,Blue,79,":pXo(#k9${6;3nk[bNY2lRJ,+>wy;NC""qh5},pPYc!:qIVj.}2sRAa7sdip8(\u(THpXUP[@`qDh:iHK",1,80,0,0,1
863,Red,90,"tvR+^H(8acwL29QLM`m~'dMG=s7qNY""'",2,32,1,0,0
864,Green,36,CVoJ/.b;ME@1H(6<Fvw Ge.x.lfWyg=9P*aH5G6V#AS]9Llx2PL_#67>(To61PwL$J<=w48Aac,1,74,0,1,0
865,Blue,43,"i3<d]fapJgZU'U=G=@G04JR-? _yLnr(%1Q9zSI3l>s80""R\3v@~o.*r",1,56,0,0,1
866,Red,74,U!~z'vh,2,7,1,0,0
